,平均打率,安打差,二塁打差,三塁打差,本塁打差,塁打差,得点差,三振差,四球差,死球差,犠打差,犠飛差,盗塁差,盗塁死差,併殺打差,平均出塁率,平均長打率,平均ＯＰＳ,平均得点圏,登板差,先発差,完投差,ＱＳ差,勝利差,敗戦差,ホールド差,セーブ差,被安打差,被本塁打差,奪三振差,与四球差,与死球差,暴投差,ボーク差,失点差,自責点差,防御率,投球回,勝率,奪三振率,被打率,Ｋ／ＢＢ,ＷＨＩＰ,point
ホーム,0.232,-6.0,-1.0,-6.0,23.0,50.0,32.0,1.0,4.0,2.0,-1.0,4.0,-2.0,-6.0,-1.0,0.28844444444444445,0.4183333333333333,0.7068888888888889,0.256,0.0,0.0,0.0,-3.0,-2.0,1.0,0.0,0.0,2.0,-2.0,-5.0,3.0,2.0,-1.0,-2.0,1.0,1.0,2.89,62.1,0.4,8.81,0.234,3.05,1.2,6
アウェー,0.25722222222222224,6.0,1.0,6.0,-23.0,-50.0,-32.0,-1.0,-4.0,-2.0,1.0,-4.0,2.0,6.0,1.0,0.323,0.4144444444444445,0.7371111111111112,0.27122222222222225,0.0,0.0,0.0,3.0,2.0,-1.0,0.0,0.0,-2.0,2.0,5.0,-3.0,-2.0,1.0,2.0,-1.0,-1.0,2.6,65.2,0.667,9.05,0.217,3.88,1.07,1
ホーム,0.23155555555555557,40.0,-11.0,-2.0,-16.0,-23.0,24.0,-3.0,25.0,7.0,-1.0,3.0,15.0,6.0,9.0,0.30944444444444447,0.3414444444444445,0.6507777777777778,0.23655555555555555,-5.0,-5.0,0.0,-4.0,-2.0,-1.0,0.0,0.0,-8.0,-3.0,-29.0,-11.0,-2.0,-2.0,0.0,-5.0,-5.0,7.47,15.2,0.5,8.62,0.274,3.75,1.34,4
アウェー,0.24288888888888888,-40.0,11.0,2.0,16.0,23.0,-24.0,3.0,-25.0,-7.0,1.0,-3.0,-15.0,-6.0,-9.0,0.30522222222222223,0.42966666666666664,0.735111111111111,0.2676666666666667,5.0,5.0,0.0,4.0,2.0,1.0,0.0,0.0,8.0,3.0,29.0,11.0,2.0,2.0,0.0,5.0,5.0,3.98,40.2,0.6,9.74,0.177,2.93,0.98,3
ホーム,0.21844444444444444,-119.0,-23.0,-4.0,-18.0,-204.0,-84.0,-28.0,-74.0,4.0,5.0,-7.0,-15.0,3.0,-15.0,0.2842222222222222,0.3291111111111111,0.6134444444444445,0.23222222222222222,-7.0,-5.0,0.0,0.0,-1.0,-2.0,0.0,0.0,-34.0,-3.0,-13.0,-9.0,4.0,-2.0,-1.0,-15.0,-21.0,3.97,22.2,0.333,9.13,0.19,2.88,1.06,1
アウェー,0.2361111111111111,119.0,23.0,4.0,18.0,204.0,84.0,28.0,74.0,-4.0,-5.0,7.0,15.0,-3.0,15.0,0.3135555555555556,0.376,0.6897777777777778,0.23077777777777778,7.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,34.0,3.0,13.0,9.0,-4.0,2.0,1.0,15.0,21.0,5.69,49.0,0.333,6.61,0.262,2.12,1.37,3
ホーム,0.2573333333333333,32.0,13.0,-1.0,5.0,58.0,4.0,-32.0,-17.0,-3.0,4.0,-6.0,33.0,-2.0,-2.0,0.33544444444444443,0.43288888888888893,0.7681111111111112,0.29799999999999993,-4.0,3.0,0.0,4.0,2.0,-1.0,0.0,0.0,6.0,-4.0,20.0,-8.0,-2.0,-2.0,0.0,-7.0,-9.0,0.84,53.2,1.0,9.73,0.2,6.44,0.91,10
アウェー,0.22899999999999998,-32.0,-13.0,1.0,-5.0,-58.0,-4.0,32.0,17.0,3.0,-4.0,6.0,-33.0,2.0,2.0,0.3073333333333334,0.37433333333333335,0.6816666666666668,0.22644444444444448,4.0,-3.0,0.0,-4.0,-2.0,1.0,0.0,0.0,-6.0,4.0,-20.0,8.0,2.0,2.0,0.0,7.0,9.0,2.86,44.0,0.75,7.77,0.213,2.24,1.16,6
ホーム,0.24877777777777776,-24.0,6.0,-5.0,9.0,-1.0,-19.0,28.0,8.0,7.0,-3.0,3.0,-22.0,-3.0,7.0,0.32122222222222224,0.4356666666666667,0.7567777777777777,0.2596666666666667,1.0,1.0,0.0,5.0,3.0,-1.0,0.0,0.0,13.0,-1.0,7.0,3.0,-1.0,0.0,0.0,-10.0,-11.0,1.74,72.1,0.889,7.59,0.207,4.07,0.97,1
アウェー,0.23855555555555558,24.0,-6.0,5.0,-9.0,1.0,19.0,-28.0,-8.0,-7.0,3.0,-3.0,22.0,3.0,-7.0,0.30733333333333335,0.37377777777777776,0.6808888888888889,0.3032222222222222,-1.0,-1.0,0.0,-5.0,-3.0,1.0,0.0,0.0,-13.0,1.0,-7.0,-3.0,1.0,0.0,0.0,10.0,11.0,4.33,52.0,0.714,9.35,0.22,4.5,1.04,6
ホーム,0.2627777777777778,56.0,14.0,1.0,-12.0,36.0,-36.0,118.0,-6.0,-22.0,3.0,-8.0,-20.0,-6.0,-1.0,0.328,0.4157777777777778,0.7437777777777778,0.2467777777777778,4.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,34.0,8.0,38.0,13.0,2.0,3.0,0.0,18.0,17.0,4.89,57.0,0.75,7.89,0.289,2.78,1.46,7
アウェー,0.23299999999999996,-56.0,-14.0,-1.0,12.0,-36.0,36.0,-118.0,6.0,22.0,-3.0,8.0,20.0,6.0,1.0,0.309,0.38722222222222225,0.6963333333333334,0.31699999999999995,-4.0,-7.0,0.0,-2.0,-5.0,0.0,0.0,0.0,-34.0,-8.0,-38.0,-13.0,-2.0,-3.0,0.0,-18.0,-17.0,4.55,27.2,0.333,3.9,0.29,2.4,1.3,4
ホーム,0.25722222222222224,-86.0,-8.0,-1.0,-30.0,-186.0,-71.0,-56.0,-86.0,-6.0,1.0,-6.0,8.0,11.0,-24.0,0.30666666666666664,0.4101111111111111,0.7167777777777777,0.2346666666666667,0.0,0.0,0.0,-2.0,1.0,-3.0,0.0,0.0,-18.0,-4.0,26.0,6.0,0.0,2.0,1.0,-5.0,-5.0,2.11,55.1,0.857,11.39,0.143,2.41,1.01,1
アウェー,0.23644444444444446,86.0,8.0,1.0,30.0,186.0,71.0,56.0,86.0,6.0,-1.0,6.0,-8.0,-11.0,24.0,0.3296666666666666,0.4096666666666666,0.7394444444444445,0.24177777777777779,0.0,0.0,0.0,2.0,-1.0,3.0,0.0,0.0,18.0,4.0,-26.0,-6.0,0.0,-2.0,-1.0,5.0,5.0,2.52,64.1,0.556,6.16,0.193,1.91,1.06,2
ホーム,0.23411111111111113,-102.0,-20.0,2.0,-19.0,-175.0,-57.0,75.0,-41.0,4.0,-1.0,-4.0,-2.0,4.0,-16.0,0.30577777777777776,0.38911111111111113,0.695,0.26511111111111113,-4.0,-4.0,0.0,-1.0,-1.0,-3.0,0.0,0.0,-23.0,-2.0,-22.0,8.0,-1.0,-2.0,-1.0,-13.0,-14.0,3.6,40.0,0.6,7.88,0.233,2.5,1.23,2
アウェー,0.2607777777777778,102.0,20.0,-2.0,19.0,175.0,57.0,-75.0,41.0,-4.0,1.0,4.0,2.0,-4.0,16.0,0.3338888888888889,0.4202222222222222,0.7543333333333333,0.255,4.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,23.0,2.0,22.0,-8.0,1.0,2.0,1.0,13.0,14.0,4.33,62.1,0.444,8.23,0.239,9.5,1.03,1
ホーム,0.2611111111111111,48.0,17.0,-2.0,5.0,76.0,21.0,-20.0,-9.0,-2.0,0.0,-6.0,29.0,0.0,-2.0,0.34344444444444444,0.4324444444444444,0.7755555555555556,0.31433333333333335,-3.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-16.0,-2.0,-12.0,-9.0,-1.0,3.0,0.0,-8.0,-13.0,2.58,38.1,0.6,5.87,0.252,2.27,1.28,6
アウェー,0.2305555555555555,-48.0,-17.0,2.0,-5.0,-76.0,-21.0,20.0,9.0,2.0,0.0,6.0,-29.0,0.0,2.0,0.31466666666666665,0.37388888888888894,0.6886666666666668,0.24455555555555553,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,2.0,12.0,9.0,1.0,-3.0,0.0,8.0,13.0,3.98,54.1,0.667,6.13,0.249,1.85,1.36,4
ホーム,0.21533333333333335,67.0,1.0,-1.0,-12.0,30.0,22.0,63.0,16.0,9.0,1.0,4.0,34.0,16.0,6.0,0.28122222222222226,0.32833333333333337,0.6093333333333333,0.23366666666666663,-18.0,-4.0,0.0,0.0,-1.0,-1.0,-3.0,-1.0,-14.0,-3.0,-22.0,-6.0,1.0,-1.0,0.0,-8.0,-7.0,4.15,8.2,0.0,8.31,0.242,2.67,1.27,6
アウェー,0.23344444444444445,-67.0,-1.0,1.0,12.0,-30.0,-22.0,-63.0,-16.0,-9.0,-1.0,-4.0,-34.0,-16.0,-6.0,0.2811111111111111,0.4252222222222223,0.7065555555555556,0.27711111111111114,18.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,14.0,3.0,22.0,6.0,-1.0,1.0,0.0,8.0,7.0,3.91,25.1,0.5,10.66,0.229,3.33,1.22,5
ホーム,0.24155555555555555,-60.0,-2.0,-7.0,-3.0,-85.0,-46.0,1.0,-20.0,9.0,-1.0,-3.0,-18.0,-1.0,4.0,0.3028888888888888,0.4011111111111111,0.7040000000000001,0.21755555555555556,-8.0,-9.0,0.0,-3.0,-4.0,-2.0,0.0,0.0,-65.0,-9.0,-44.0,-8.0,-1.0,-3.0,0.0,-27.0,-27.0,0.0,7.0,0.0,7.71,0.095,3.0,0.57,7
アウェー,0.2538888888888889,60.0,2.0,7.0,3.0,85.0,46.0,-1.0,20.0,-9.0,1.0,3.0,18.0,1.0,-4.0,0.318,0.3957777777777778,0.7135555555555556,0.30233333333333334,8.0,9.0,0.0,3.0,4.0,2.0,0.0,0.0,65.0,9.0,44.0,8.0,1.0,3.0,0.0,27.0,27.0,4.39,55.1,0.667,8.13,0.293,5.0,1.39,6
ホーム,0.228,-67.0,-17.0,2.0,-8.0,-104.0,-37.0,154.0,2.0,-1.0,-1.0,-1.0,-6.0,3.0,-9.0,0.3038888888888889,0.3917777777777778,0.6957777777777778,0.2492222222222222,-3.0,-3.0,0.0,-9.0,-1.0,3.0,0.0,0.0,-2.0,-3.0,-23.0,1.0,0.0,-3.0,0.0,5.0,5.0,6.93,37.2,0.286,10.27,0.305,2.15,1.78,0
アウェー,0.2588888888888889,67.0,17.0,-2.0,8.0,104.0,37.0,-154.0,-2.0,1.0,1.0,1.0,6.0,-3.0,9.0,0.3204444444444444,0.41866666666666663,0.7393333333333333,0.26566666666666666,3.0,3.0,0.0,9.0,1.0,-3.0,0.0,0.0,2.0,3.0,23.0,-1.0,0.0,3.0,0.0,-5.0,-5.0,3.06,70.2,0.6,8.41,0.197,3.47,0.96,4
ホーム,0.23399999999999999,-65.0,-17.0,-7.0,-3.0,-105.0,-45.0,-39.0,-8.0,5.0,2.0,-15.0,5.0,-4.0,-13.0,0.31322222222222224,0.3883333333333333,0.7015555555555556,0.24399999999999997,6.0,6.0,0.0,3.0,5.0,2.0,0.0,0.0,30.0,3.0,39.0,10.0,0.0,4.0,0.0,10.0,10.0,3.12,57.2,0.556,9.36,0.233,4.0,1.13,3
アウェー,0.2451111111111111,65.0,17.0,7.0,3.0,105.0,45.0,39.0,8.0,-5.0,-2.0,15.0,-5.0,4.0,13.0,0.311,0.3966666666666667,0.7074444444444444,0.2594444444444444,-6.0,-6.0,0.0,-3.0,-5.0,-2.0,0.0,0.0,-30.0,-3.0,-39.0,-10.0,0.0,-4.0,0.0,-10.0,-10.0,3.97,22.2,0.0,8.34,0.235,4.2,1.1,2
ホーム,0.24611111111111109,49.0,15.0,0.0,14.0,106.0,19.0,62.0,1.0,-4.0,-7.0,-1.0,-45.0,-10.0,3.0,0.3026666666666667,0.3954444444444445,0.6978888888888889,0.25222222222222224,5.0,9.0,0.0,1.0,3.0,-1.0,0.0,0.0,25.0,0.0,27.0,13.0,-1.0,-1.0,1.0,7.0,5.0,2.29,51.0,1.0,7.59,0.223,3.07,1.08,1
アウェー,0.23322222222222225,-49.0,-15.0,0.0,-14.0,-106.0,-19.0,-62.0,-1.0,4.0,7.0,1.0,45.0,10.0,-3.0,0.3031111111111111,0.36200000000000004,0.6648888888888889,0.24899999999999997,-5.0,-9.0,0.0,-1.0,-3.0,1.0,0.0,0.0,-25.0,0.0,-27.0,-13.0,1.0,1.0,-1.0,-7.0,-5.0,5.4,13.1,0.5,10.8,0.291,16.0,1.28,3
ホーム,0.25122222222222224,-89.0,-16.0,1.0,-23.0,-172.0,-69.0,-56.0,-76.0,2.0,2.0,-6.0,13.0,11.0,-24.0,0.31722222222222224,0.42977777777777776,0.7471111111111112,0.2456666666666667,0.0,0.0,0.0,5.0,4.0,-5.0,0.0,0.0,-8.0,3.0,0.0,-5.0,4.0,-3.0,-1.0,-17.0,-14.0,2.95,61.0,0.75,8.41,0.229,3.0,1.18,3
アウェー,0.23666666666666666,89.0,16.0,-1.0,23.0,172.0,69.0,56.0,76.0,-2.0,-2.0,6.0,-13.0,-11.0,24.0,0.327,0.40855555555555545,0.7356666666666666,0.24655555555555553,0.0,0.0,0.0,-5.0,-4.0,5.0,0.0,0.0,8.0,-3.0,0.0,5.0,-4.0,3.0,1.0,17.0,14.0,5.6,54.2,0.222,9.38,0.28,2.38,1.55,8
ホーム,0.23022222222222222,20.0,-8.0,0.0,2.0,18.0,13.0,-45.0,-7.0,1.0,1.0,5.0,-37.0,-11.0,5.0,0.30622222222222223,0.3736666666666666,0.6797777777777778,0.23022222222222222,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,3.0,-14.0,-5.0,4.0,2.0,0.0,18.0,15.0,4.76,58.2,0.571,7.21,0.271,2.24,1.45,4
アウェー,0.22277777777777777,-20.0,8.0,0.0,-2.0,-18.0,-13.0,45.0,7.0,-1.0,-1.0,-5.0,37.0,11.0,-5.0,0.3155555555555556,0.36533333333333334,0.6808888888888889,0.2796666666666667,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,-15.0,-3.0,14.0,5.0,-4.0,-2.0,0.0,-18.0,-15.0,2.27,63.1,0.8,8.67,0.211,2.35,1.18,5
ホーム,0.25988888888888884,164.0,33.0,10.0,28.0,301.0,124.0,106.0,88.0,6.0,-3.0,15.0,34.0,9.0,16.0,0.335,0.43244444444444446,0.7671111111111111,0.2962222222222222,0.0,0.0,-1.0,-2.0,-4.0,4.0,0.0,0.0,14.0,-1.0,-21.0,-8.0,2.0,-1.0,0.0,11.0,14.0,5.54,65.0,0.333,6.92,0.281,3.57,1.32,4
アウェー,0.21755555555555556,-164.0,-33.0,-10.0,-28.0,-301.0,-124.0,-106.0,-88.0,-6.0,3.0,-15.0,-34.0,-9.0,-16.0,0.2896666666666667,0.3232222222222222,0.6134444444444445,0.18711111111111112,0.0,0.0,1.0,2.0,4.0,-4.0,0.0,0.0,-14.0,1.0,21.0,8.0,-2.0,1.0,0.0,-11.0,-14.0,3.03,77.1,0.778,8.26,0.204,3.23,1.03,2
ホーム,0.24588888888888885,86.0,23.0,4.0,42.0,243.0,75.0,36.0,-9.0,-5.0,-2.0,7.0,-7.0,-11.0,-10.0,0.3071111111111111,0.44188888888888894,0.7488888888888889,0.2743333333333333,0.0,7.0,0.0,3.0,0.0,4.0,-1.0,0.0,41.0,10.0,31.0,8.0,1.0,-1.0,0.0,32.0,31.0,5.37,62.0,0.333,8.71,0.265,3.33,1.34,3
アウェー,0.23022222222222222,-86.0,-23.0,-4.0,-42.0,-243.0,-75.0,-36.0,9.0,5.0,2.0,-7.0,7.0,11.0,10.0,0.32322222222222224,0.35366666666666663,0.676888888888889,0.2524444444444444,0.0,-7.0,0.0,-3.0,0.0,-4.0,1.0,0.0,-41.0,-10.0,-31.0,-8.0,-1.0,1.0,0.0,-32.0,-31.0,1.57,34.1,1.0,7.6,0.197,2.9,0.99,1
ホーム,0.2441111111111111,49.0,13.0,3.0,-1.0,65.0,18.0,-36.0,32.0,3.0,4.0,3.0,8.0,-1.0,12.0,0.31533333333333335,0.386,0.7016666666666667,0.23733333333333334,-1.0,-1.0,-1.0,-4.0,-2.0,-2.0,0.0,0.0,-17.0,-1.0,-20.0,-2.0,-5.0,0.0,0.0,0.0,0.0,3.22,64.1,0.6,5.32,0.197,2.38,0.95,5
アウェー,0.2378888888888889,-49.0,-13.0,-3.0,1.0,-65.0,-18.0,36.0,-32.0,-3.0,-4.0,-3.0,-8.0,1.0,-12.0,0.3025555555555556,0.3664444444444444,0.6688888888888889,0.26966666666666667,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,17.0,1.0,20.0,2.0,5.0,0.0,0.0,0.0,0.0,2.78,74.1,0.556,7.02,0.231,3.22,1.08,3
ホーム,0.22844444444444445,-96.0,-17.0,-2.0,-18.0,-171.0,-73.0,-31.0,-60.0,-2.0,3.0,-3.0,13.0,6.0,6.0,0.28122222222222226,0.33699999999999997,0.6181111111111112,0.261,1.0,-2.0,0.0,2.0,1.0,2.0,-1.0,0.0,2.0,3.0,14.0,2.0,-2.0,1.0,-1.0,-6.0,-5.0,3.74,45.2,0.167,6.11,0.251,1.94,1.34,8
アウェー,0.25433333333333336,96.0,17.0,2.0,18.0,171.0,73.0,31.0,60.0,2.0,-3.0,3.0,-13.0,-6.0,-6.0,0.3237777777777778,0.3864444444444445,0.7102222222222222,0.2885555555555556,-1.0,2.0,0.0,-2.0,-1.0,-2.0,1.0,0.0,-2.0,-3.0,-14.0,-2.0,2.0,-1.0,1.0,6.0,5.0,6.06,35.2,0.0,4.29,0.303,1.21,1.6,2
ホーム,0.2513333333333334,48.0,6.0,1.0,9.0,83.0,71.0,-100.0,20.0,13.0,-1.0,7.0,-21.0,1.0,12.0,0.3392222222222222,0.40688888888888886,0.7456666666666667,0.3128888888888889,0.0,0.0,0.0,-1.0,-3.0,5.0,0.0,0.0,27.0,1.0,-28.0,8.0,-3.0,0.0,0.0,20.0,16.0,5.83,66.1,0.143,5.56,0.318,1.58,1.67,7
アウェー,0.2222222222222222,-48.0,-6.0,-1.0,-9.0,-83.0,-71.0,100.0,-20.0,-13.0,1.0,-7.0,21.0,-1.0,-12.0,0.29500000000000004,0.36488888888888893,0.6601111111111111,0.23311111111111116,0.0,0.0,0.0,1.0,3.0,-5.0,0.0,0.0,-27.0,-1.0,28.0,-8.0,3.0,0.0,0.0,-20.0,-16.0,3.74,65.0,0.8,9.55,0.236,3.83,1.17,1
ホーム,0.2556666666666667,69.0,33.0,2.0,7.0,127.0,39.0,71.0,18.0,7.0,2.0,-1.0,26.0,8.0,-1.0,0.3207777777777778,0.40599999999999997,0.7266666666666667,0.26822222222222225,-3.0,-3.0,-1.0,-8.0,-3.0,-3.0,0.0,0.0,-15.0,9.0,-45.0,-3.0,-4.0,0.0,0.0,8.0,12.0,6.25,40.1,0.5,6.69,0.28,2.5,1.41,7
アウェー,0.24033333333333337,-69.0,-33.0,-2.0,-7.0,-127.0,-39.0,-71.0,-18.0,-7.0,-2.0,1.0,-26.0,-8.0,1.0,0.29277777777777775,0.4067777777777778,0.6993333333333333,0.23622222222222225,3.0,3.0,1.0,8.0,3.0,3.0,0.0,0.0,15.0,-9.0,45.0,3.0,4.0,0.0,0.0,-8.0,-12.0,1.85,78.0,0.5,8.65,0.206,5.0,0.96,3
ホーム,0.2664444444444445,-74.0,-12.0,-7.0,3.0,-91.0,-50.0,-70.0,-44.0,2.0,-1.0,-15.0,2.0,-2.0,-9.0,0.32333333333333336,0.42477777777777775,0.7478888888888888,0.2743333333333334,-3.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,-1.0,-26.0,-12.0,-4.0,2.0,-2.0,-2.0,2.0,5.48,44.1,0.5,5.68,0.302,1.87,1.56,10
アウェー,0.249,74.0,12.0,7.0,-3.0,91.0,50.0,70.0,44.0,-2.0,1.0,15.0,-2.0,2.0,9.0,0.3195555555555556,0.3927777777777778,0.7125555555555556,0.27655555555555555,3.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,-6.0,1.0,26.0,12.0,4.0,-2.0,2.0,2.0,-2.0,3.52,64.0,0.6,7.59,0.203,2.0,1.17,9
ホーム,0.23866666666666664,111.0,23.0,0.0,11.0,167.0,62.0,58.0,27.0,8.0,-3.0,11.0,-3.0,-1.0,11.0,0.2983333333333333,0.38622222222222224,0.6844444444444444,0.24655555555555553,2.0,2.0,0.0,-2.0,1.0,2.0,0.0,0.0,14.0,6.0,-10.0,-1.0,3.0,-2.0,-1.0,18.0,19.0,4.01,67.1,0.5,6.01,0.228,2.37,1.11,4
アウェー,0.24800000000000003,-111.0,-23.0,0.0,-11.0,-167.0,-62.0,-58.0,-27.0,-8.0,3.0,-11.0,3.0,1.0,-11.0,0.30477777777777776,0.41277777777777774,0.7175555555555556,0.26155555555555554,-2.0,-2.0,0.0,2.0,-1.0,-2.0,0.0,0.0,-14.0,-6.0,10.0,1.0,-3.0,2.0,1.0,-18.0,-19.0,1.73,57.1,0.6,8.63,0.207,2.75,1.08,2
ホーム,0.27088888888888885,158.0,35.0,5.0,23.0,272.0,133.0,85.0,97.0,7.0,-2.0,5.0,44.0,1.0,4.0,0.35411111111111115,0.4431111111111112,0.7971111111111111,0.3237777777777778,5.0,6.0,0.0,5.0,3.0,-1.0,0.0,0.0,31.0,1.0,39.0,12.0,1.0,0.0,0.0,9.0,8.0,3.12,69.1,0.8,8.57,0.227,3.0,1.18,12
アウェー,0.22911111111111115,-158.0,-35.0,-5.0,-23.0,-272.0,-133.0,-85.0,-97.0,-7.0,2.0,-5.0,-44.0,-1.0,-4.0,0.28611111111111115,0.3555555555555555,0.6415555555555555,0.23011111111111107,-5.0,-6.0,0.0,-5.0,-3.0,1.0,0.0,0.0,-31.0,-1.0,-39.0,-12.0,-1.0,0.0,0.0,-9.0,-8.0,5.4,26.2,0.333,9.11,0.276,2.7,1.46,5
ホーム,0.23500000000000001,-61.0,13.0,5.0,7.0,-17.0,-2.0,44.0,-25.0,4.0,0.0,5.0,4.0,-5.0,-31.0,0.30066666666666664,0.394,0.695,0.2958888888888889,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-17.0,0.0,31.0,1.0,-1.0,0.0,0.0,-3.0,-5.0,3.42,71.0,0.556,11.03,0.189,4.14,0.97,8
アウェー,0.262,61.0,-13.0,-5.0,-7.0,17.0,2.0,-44.0,25.0,-4.0,0.0,-5.0,-4.0,5.0,31.0,0.3273333333333333,0.3827777777777778,0.7101111111111112,0.2693333333333333,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,17.0,0.0,-31.0,-1.0,1.0,0.0,0.0,3.0,5.0,4.24,68.0,0.444,7.41,0.253,2.8,1.25,11
ホーム,0.25922222222222224,73.0,-7.0,-4.0,10.0,88.0,9.0,-49.0,31.0,-14.0,1.0,2.0,10.0,0.0,8.0,0.3277777777777777,0.4166666666666667,0.744,0.2676666666666667,2.0,2.0,-1.0,0.0,0.0,4.0,0.0,0.0,30.0,5.0,18.0,-14.0,1.0,0.0,0.0,21.0,20.0,4.84,67.0,0.5,10.07,0.253,6.82,1.15,1
アウェー,0.2496666666666667,-73.0,7.0,4.0,-10.0,-88.0,-9.0,49.0,-31.0,14.0,-1.0,-2.0,-10.0,0.0,-8.0,0.32122222222222224,0.43277777777777776,0.754,0.2584444444444444,-2.0,-2.0,1.0,0.0,0.0,-4.0,0.0,0.0,-30.0,-5.0,-18.0,14.0,-1.0,0.0,0.0,-21.0,-20.0,2.44,59.0,0.833,8.69,0.175,2.28,1.03,6
ホーム,0.27222222222222225,34.0,15.0,2.0,23.0,122.0,51.0,-64.0,32.0,2.0,-6.0,4.0,10.0,-1.0,3.0,0.33811111111111114,0.45644444444444443,0.7942222222222222,0.2648888888888889,6.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,30.0,-1.0,7.0,22.0,1.0,2.0,0.0,23.0,20.0,5.02,57.1,0.222,4.87,0.251,1.07,1.48,1
アウェー,0.25622222222222224,-34.0,-15.0,-2.0,-23.0,-122.0,-51.0,64.0,-32.0,-2.0,6.0,-4.0,-10.0,1.0,-3.0,0.3204444444444444,0.38166666666666665,0.7024444444444444,0.2697777777777778,-6.0,-6.0,0.0,-1.0,-1.0,-4.0,0.0,0.0,-30.0,1.0,-7.0,-22.0,-1.0,-2.0,0.0,-23.0,-20.0,4.32,25.0,0.25,8.64,0.271,3.43,1.32,4
ホーム,0.235,43.0,-10.0,3.0,13.0,78.0,25.0,143.0,43.0,14.0,-3.0,3.0,4.0,-5.0,2.0,0.30477777777777776,0.3977777777777778,0.7025555555555556,0.2672222222222222,7.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,32.0,4.0,36.0,23.0,3.0,4.0,0.0,24.0,21.0,3.86,58.1,0.286,8.33,0.216,2.16,1.22,5
アウェー,0.26255555555555554,-43.0,10.0,-3.0,-13.0,-78.0,-25.0,-143.0,-43.0,-14.0,3.0,-3.0,-4.0,5.0,-2.0,0.31577777777777777,0.41488888888888886,0.7304444444444445,0.23911111111111114,-7.0,-5.0,0.0,0.0,0.0,-5.0,-1.0,0.0,-32.0,-4.0,-36.0,-23.0,-3.0,-4.0,0.0,-24.0,-21.0,1.3,27.2,1.0,5.86,0.149,9.0,0.58,4
ホーム,0.24611111111111109,-160.0,-24.0,-5.0,-31.0,-287.0,-95.0,-97.0,-112.0,-8.0,-1.0,-9.0,-15.0,-7.0,-16.0,0.31322222222222224,0.37877777777777777,0.6922222222222222,0.24777777777777776,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,10.0,-1.0,-3.0,-1.0,1.0,2.0,2.73,69.1,0.714,7.14,0.222,1.9,1.23,2
アウェー,0.2331111111111111,160.0,24.0,5.0,31.0,287.0,95.0,97.0,112.0,8.0,1.0,9.0,15.0,7.0,16.0,0.32066666666666666,0.39755555555555555,0.7182222222222223,0.24766666666666667,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-5.0,-2.0,-3.0,-10.0,1.0,3.0,1.0,-1.0,-2.0,2.7,63.1,0.667,7.39,0.218,2.74,1.11,6
ホーム,0.23011111111111113,13.0,9.0,3.0,0.0,28.0,5.0,-19.0,33.0,4.0,-4.0,-8.0,8.0,-3.0,12.0,0.31666666666666665,0.3642222222222222,0.6809999999999999,0.2346666666666667,0.0,0.0,1.0,1.0,5.0,-2.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,3.42,73.2,0.7,8.06,0.25,3.3,1.22,1
アウェー,0.23933333333333331,-13.0,-9.0,-3.0,0.0,-28.0,-5.0,19.0,-33.0,-4.0,4.0,8.0,-8.0,3.0,-12.0,0.3028888888888889,0.37533333333333335,0.678,0.24344444444444444,0.0,0.0,-1.0,-1.0,-5.0,2.0,0.0,0.0,-1.0,0.0,-1.0,-6.0,-6.0,0.0,-1.0,-1.0,-1.0,3.66,66.1,0.286,8.82,0.267,4.64,1.25,8
ホーム,0.27399999999999997,87.0,29.0,7.0,37.0,241.0,55.0,-23.0,-21.0,-5.0,-1.0,6.0,-16.0,-13.0,-12.0,0.3302222222222222,0.48666666666666664,0.8167777777777778,0.29533333333333334,-1.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,-8.0,-5.0,-2.0,-2.0,0.0,7.0,7.0,5.81,26.1,0.25,10.94,0.24,3.56,1.25,9
